key;value;topic;partition;offset;timestamp;timestampType
;"{t_measurement"": 1717234805.2017822, ""t_report"": 1717234795.2017832, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;120;2024-06-01T11:40:05.201+02:00;0
;"{t_measurement"": 1717234805.2046206, ""t_report"": 1717234795.2046213, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;121;2024-06-01T11:40:05.204+02:00;0
;"{t_measurement"": 1717234815.216369, ""t_report"": 1717234805.2163696, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 56}""";mytopic;0;122;2024-06-01T11:40:15.216+02:00;0
;"{t_measurement"": 1717234815.219519, ""t_report"": 1717234805.2195199, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 83}""";mytopic;0;123;2024-06-01T11:40:15.219+02:00;0
;"{t_measurement"": 1717234815.2210984, ""t_report"": 1717234805.2210987, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 1}""";mytopic;0;124;2024-06-01T11:40:15.221+02:00;0
;"{t_measurement"": 1717234825.232505, ""t_report"": 1717234815.2325058, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 17}""";mytopic;0;125;2024-06-01T11:40:25.232+02:00;0
;"{t_measurement"": 1717234825.2353494, ""t_report"": 1717234815.2353504, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 90}""";mytopic;0;126;2024-06-01T11:40:25.235+02:00;0
;"{t_measurement"": 1717234835.247999, ""t_report"": 1717234825.2479997, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 62}""";mytopic;0;127;2024-06-01T11:40:35.248+02:00;0
;"{t_measurement"": 1717234835.2519395, ""t_report"": 1717234825.25194, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 20}""";mytopic;0;128;2024-06-01T11:40:35.251+02:00;0
;"{t_measurement"": 1717234835.2540984, ""t_report"": 1717234825.2540991, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;129;2024-06-01T11:40:35.254+02:00;0
;"{t_measurement"": 1717234845.2660139, ""t_report"": 1717234835.2660148, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 64}""";mytopic;0;130;2024-06-01T11:40:45.266+02:00;0
;"{t_measurement"": 1717234845.269054, ""t_report"": 1717234835.2690551, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 81}""";mytopic;0;131;2024-06-01T11:40:45.269+02:00;0
;"{t_measurement"": 1717234855.2802773, ""t_report"": 1717234845.2802782, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 54}""";mytopic;0;132;2024-06-01T11:40:55.280+02:00;0
